source_id,title,kind,creator_or_channel,url,published_date,language,notes
yt_9LtKJ2k8UyM,Hacking Conciousness by Joscha Bach at Engineering Conciousness by AGI House,youtube,AGI House,https://www.youtube.com/watch?v=9LtKJ2k8UyM,2026-02-08,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_y0txHUVZF5I,Joscha Bach: “The Nature Of Reality is Even Weirder Than We Previously Thought”,youtube,Giant's Shoulder,https://www.youtube.com/watch?v=y0txHUVZF5I,2026-02-05,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_HTCRIX3P32M,A Cognitive Scientist’s Guide to Consciousness & The Illusion of Reality | Joscha Bach,youtube,André Duqum,https://www.youtube.com/watch?v=HTCRIX3P32M,2026-02-03,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_clGfSq2Z-2A,The Dulcinée Dialectic Trailer 2,youtube,Tao Ruspoli,https://www.youtube.com/watch?v=clGfSq2Z-2A,2026-01-25,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=talk
yt_tAMxtfxd2Sg,Joscha Bach's Realization about Spirits,youtube,Jack Roycroft-Sherry,https://www.youtube.com/watch?v=tAMxtfxd2Sg,2026-01-20,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_pO0WZsN8Oiw,Why Every Brain Metaphor in History Has Been Wrong [SPECIAL EDITION],youtube,Machine Learning Street Talk,https://www.youtube.com/watch?v=pO0WZsN8Oiw,2026-01-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_PMrCvhHctOg,Philosophy’s Most Formidable Living Mind,youtube,Curt Jaimungal,https://www.youtube.com/watch?v=PMrCvhHctOg,2026-01-13,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_qM_2YyDtM5E,Joscha Bach：心智工程师&AI优生梦,youtube,形而上的回忆,https://www.youtube.com/watch?v=qM_2YyDtM5E,2026-01-07,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_X1k5u055r1Q,Cyber Animism,youtube,The Mystery,https://www.youtube.com/watch?v=X1k5u055r1Q,2025-12-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_AQqb6nW9F6c,On Constructing Reality with Joscha Bach,youtube,Where Shall We Meet,https://www.youtube.com/watch?v=AQqb6nW9F6c,2025-11-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_5IQl-g_f7vI,"Joscha Bach, Noam Chomsky, die Epstein-Files und die Enttäuschung | mmM#325",youtube,morf,https://www.youtube.com/watch?v=5IQl-g_f7vI,2025-11-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_K3-cwhIxvn4,Everything That’s in the New Jeffrey Epstein Files,youtube,Llewelyn Moss,https://www.youtube.com/watch?v=K3-cwhIxvn4,2025-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_EuR-vvC1fRM,"Joscha Bach presents ""Machine Consciousness and Beyond"" | dAGI Summit 2025",youtube,Delphi Digital,https://www.youtube.com/watch?v=EuR-vvC1fRM,2025-11-20,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_DYm7VBaEmHU,The Machine Consciousness Hypothesis,youtube,Michigan Medicine,https://www.youtube.com/watch?v=DYm7VBaEmHU,2025-11-18,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_eFrjjCWHG28,"Joscha Bach Stades de Conscience, IA et la Vie comme un Jeu Contre l'Entropie",youtube,Germain Linder,https://www.youtube.com/watch?v=eFrjjCWHG28,2025-11-10,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_NKCJrMDF1j4,"Joscha Bach Décode l'Esprit Conscience, Réalité et Identité, Sommes-Nous une Simple Simulation Logic",youtube,Germain Linder,https://www.youtube.com/watch?v=NKCJrMDF1j4,2025-10-30,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_6xpuLK-wzSs,"Joscha Bach _ Stades de Conscience, IA et la Vie comme un Jeu Contre l'Entropie",youtube,Germain Linder,https://www.youtube.com/watch?v=6xpuLK-wzSs,2025-10-30,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_ifqTu0ywByw,"Joscha Bach Décode l'Esprit_ Conscience, Réalité et Identité, Sommes-Nous une Simple Simulation Logi",youtube,Germain Linder,https://www.youtube.com/watch?v=ifqTu0ywByw,2025-10-25,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_oR-BQTSpL5U,Joscha Bach: The Operation of Consciousness | AGI-25,youtube,SingularityNET,https://www.youtube.com/watch?v=oR-BQTSpL5U,2025-10-09,,curation_status=keep tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_kRJf9sDdhYE,[AI摘要]穿越意识、AI与人类未来：Joscha Bach心智七阶段深度解析,youtube,知阅无界,https://www.youtube.com/watch?v=kRJf9sDdhYE,2025-10-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_O5hymlaldf0,"Joscha Bach, Will Hahn, Elan Barenholtz | MIT Computational Philosophy Club",youtube,"Elan Barenholtz, PhD",https://www.youtube.com/watch?v=O5hymlaldf0,2025-09-12,,curation_status=keep tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_WnAaHOz8g9E,Joscha Bach at the Artificiality Summit 2024,youtube,"Stay Human, from the Artificiality Institute",https://www.youtube.com/watch?v=WnAaHOz8g9E,2025-08-23,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_9QckDAdpiMs,Joscha Bach as a therapist,youtube,Teemu Kupiainen,https://www.youtube.com/watch?v=9QckDAdpiMs,2025-08-21,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_o_scSDM7MKA,joscha bach tmp upload for analyses,youtube,Top1,https://www.youtube.com/watch?v=o_scSDM7MKA,2025-08-19,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=essay
yt_Tplmv2j6dp8,"Sentience Beyond Biology — Debate w/Dmitry Volkov, Joscha Bach, Matthew MacDougall, Murray Shanahan",youtube,Дмитрий Волков. Неискусственный Интеллект,https://www.youtube.com/watch?v=Tplmv2j6dp8,2025-08-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_fdftA37yZJw,AGI-25 Conference | Day 3 | Keynotes and Paper Presentations,youtube,SingularityNET,https://www.youtube.com/watch?v=fdftA37yZJw,2025-08-13,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=talk
yt_GjK0Nn9gM0k,"Sentience Beyond Biology — Debate w/Dmitry Volkov, Joscha Bach, Matthew MacDougall, Murray Shanahan",youtube,International Center for Consciousness Studies,https://www.youtube.com/watch?v=GjK0Nn9gM0k,2025-08-13,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_TJ7ESEysh5I,CIMC Launch Event: Conversation with Stephen Wolfram & Joscha Bach,youtube,California Institute for Machine Consciousness,https://www.youtube.com/watch?v=TJ7ESEysh5I,2025-08-07,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_n7pdZcTGCEo,Working with NotebookLM - Joscha Bach Database,youtube,Top1,https://www.youtube.com/watch?v=n7pdZcTGCEo,2025-08-05,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_eyeFmhwI3L8,Joscha Bach - Deconstructing Consciousness  The Computational Mind - Notebook LM Video,youtube,Top1,https://www.youtube.com/watch?v=eyeFmhwI3L8,2025-07-31,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_bomNpkK6vGs,Joscha Bach - Consciousness - Podcast Summary,youtube,Top1,https://www.youtube.com/watch?v=bomNpkK6vGs,2025-07-31,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_g6jFJtzSpy8,Joscha Bach - The Dream In The Machine,youtube,Top1,https://www.youtube.com/watch?v=g6jFJtzSpy8,2025-07-30,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_MuQc8QoLX58,Joscha Bach - We are all Software,youtube,Top1,https://www.youtube.com/watch?v=MuQc8QoLX58,2025-07-30,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_xY1tBWKwNu8,Joscha Bach - deep dive - Notebook LM 'creation',youtube,Top1,https://www.youtube.com/watch?v=xY1tBWKwNu8,2025-07-29,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_f_PtEXIQb5k,Joscha Bach - deep dive - Notebook LM 'creation',youtube,Top1,https://www.youtube.com/watch?v=f_PtEXIQb5k,2025-07-28,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_HDmnApiObxE,How a Spiritual Worldview Explains Consciousness - Joscha Bach,youtube,Jack Roycroft-Sherry,https://www.youtube.com/watch?v=HDmnApiObxE,2025-07-22,,curation_status=keep tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_DaP0wFJJJ4Y,Why Neuroscience Got Everything Backwards,youtube,Curt Jaimungal,https://www.youtube.com/watch?v=DaP0wFJJJ4Y,2025-07-16,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_UkAOHrbcnAs,Mind from Matter (Lecture By Joscha Bach),youtube,The Computing Brain,https://www.youtube.com/watch?v=UkAOHrbcnAs,2025-07-05,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_xthJ1R9Ifc0,Joscha Bach: The AI perspective on Consciousness,youtube,California Institute for Machine Consciousness,https://www.youtube.com/watch?v=xthJ1R9Ifc0,2025-06-23,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_4kZE479isH8,Existential Hope Salon: Joscha Bach x Lou de K,youtube,California Institute for Machine Consciousness,https://www.youtube.com/watch?v=4kZE479isH8,2025-06-20,,curation_status=keep tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_xIiWwSkoWrM,Joscha Bach: CIMC’s Vision.,youtube,California Institute for Machine Consciousness,https://www.youtube.com/watch?v=xIiWwSkoWrM,2025-06-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_dUfTBSva8Ts,Im Namen der Freiheit – Theaterversammlung mit Joscha Bach,youtube,Public History Hamburg,https://www.youtube.com/watch?v=dUfTBSva8Ts,2025-06-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_ISq5z1TS0BU,Michael Levin: How would you test for consciousness?,youtube,California Institute for Machine Consciousness,https://www.youtube.com/watch?v=ISq5z1TS0BU,2025-06-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_-G1SdsRXL7k,Salon with Stephen Wolfram × Joscha Bach_What if we had bigger brains.,youtube,California Institute for Machine Consciousness,https://www.youtube.com/watch?v=-G1SdsRXL7k,2025-06-17,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_q77iu5hT1RY,"Are We Ready for the AI Age? | Neal Stephenson, Joscha Bach, Cyan Banister, Ken Liu",youtube,South Park Commons,https://www.youtube.com/watch?v=q77iu5hT1RY,2025-05-28,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_J7FN53FqB1U,"AGI, Sci-Fi, & Storytelling | Neal Stephenson, Ken Liu, Cyan Banister, & Joscha Bach",youtube,South Park Commons,https://www.youtube.com/watch?v=J7FN53FqB1U,2025-05-21,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_W7pyqvCKSCQ,"🧠 Menschmaschinen: ""The mind is the ultimate generative engine."" - Joscha Bach",youtube,Edge Intelligence,https://www.youtube.com/watch?v=W7pyqvCKSCQ,2025-05-13,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_nmmGT82vioo,# 132 Summary of Principles of Synthetic Intelligence by Joscha Bach,youtube,The Smart Spin,https://www.youtube.com/watch?v=nmmGT82vioo,2025-05-09,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_Y1QOf6HEbHQ,This is the dawn of machine consciousness | Joscha Bach FULL INTERVIEW,youtube,The Institute of Art and Ideas,https://www.youtube.com/watch?v=Y1QOf6HEbHQ,2025-05-06,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_B4z7W6drCuY,Joscha Bach and #humble)_,youtube,Alastair McArthur Bowie,https://www.youtube.com/watch?v=B4z7W6drCuY,2025-04-24,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_6CNjBldXTmw,"Aristotle, the first AI researcher",youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=6CNjBldXTmw,2025-04-21,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_bbaVdjoO5fE,KI und Gesellschaft - mit Joscha Bach,youtube,Ali Hackalife,https://www.youtube.com/watch?v=bbaVdjoO5fE,2025-04-14,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_ibho3gCD9ho,The main confusion of our culture,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=ibho3gCD9ho,2025-04-11,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_I_VoNxclUdA,The spirit of conscious systems - Joscha Bach,youtube,truth_IS,https://www.youtube.com/watch?v=I_VoNxclUdA,2025-04-10,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_rFI2wcmst4I,Joscha Bach vs. Jeremy Nixon: Is Consciousness Required for AGI?,youtube,AGI House,https://www.youtube.com/watch?v=rFI2wcmst4I,2025-04-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_iyEFLKnNWAM,Are ChatGPT and Claude Conscious?,youtube,BuzzRobot,https://www.youtube.com/watch?v=iyEFLKnNWAM,2025-04-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_xm0pAZ71ZTI,Joscha Bach & Eduard Heindl: Semantics Preserved (Improved English Translation),youtube,Emperor,https://www.youtube.com/watch?v=xm0pAZ71ZTI,2025-03-29,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_E361FZ_50oo,"Why consciousness is software, and software is spirit | Joscha Bach | FULL INTERVIEW",youtube,The Institute of Art and Ideas,https://www.youtube.com/watch?v=E361FZ_50oo,2025-03-27,en,curation_status=candidate tier=supporting format=interview
yt_YAH2qiLJcjA,Joscha Bach on Liquid Neural Nets,youtube,Taki gen,https://www.youtube.com/watch?v=YAH2qiLJcjA,2025-03-25,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_dwzYsYtPatQ,Joscha Bach - Eduard Heindl - Synthetic Semantics,youtube,Emperor,https://www.youtube.com/watch?v=dwzYsYtPatQ,2025-03-19,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_qFymp5ezD7U,Joscha Bach: Can AI Mimic Human Thought?,youtube,Lex Fridman Clips,https://www.youtube.com/watch?v=qFymp5ezD7U,2025-03-14,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_vyuRCwfK1s0,Joscha Bach & Andrés Gómez Emilsson on the Nature of Consciousness | Part 1,youtube,Qualia Research Institute,https://www.youtube.com/watch?v=vyuRCwfK1s0,2025-03-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_FKu74MA90tc,Seminar | Joscha Bach | Can we understand consciousness using the paradigms of AI?,youtube,Wolfram Institute,https://www.youtube.com/watch?v=FKu74MA90tc,2025-02-05,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_WfLgsyiIS1s,Joscha Bach | California Institute for Machine Consciousness @ Vision Weekend US 2024,youtube,Foresight Institute,https://www.youtube.com/watch?v=WfLgsyiIS1s,2025-02-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_lvDIZM0hYXM,"What differentiates us from the machines? | 5 perspectives | Penrose, Noble, Millar, Aaronson, Bach",youtube,The Institute of Art and Ideas,https://www.youtube.com/watch?v=lvDIZM0hYXM,2025-01-24,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_x1BJRbLe804,Why You Only Exist in Minecraft | Lex Fridman 392 - Joscha Bach,youtube,Sai,https://www.youtube.com/watch?v=x1BJRbLe804,2025-01-23,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt__hSdi9K__nw,"Consciousness, AI, and the pattern of reality with Joscha Bach",youtube,Fokus Deutsch,https://www.youtube.com/watch?v=_hSdi9K__nw,2025-01-21,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_WzCkkWYrnQI,Joscha Bach bei Eduard Heindl im Gespräch,youtube,morf twitch as raw as possible,https://www.youtube.com/watch?v=WzCkkWYrnQI,2025-01-20,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_Y7QmcVpD8jQ,"We'll never know the origins of the universe | Scott Aaronson, Joscha Bach, and Priya Natarajan",youtube,The Institute of Art and Ideas,https://www.youtube.com/watch?v=Y7QmcVpD8jQ,2025-01-09,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_cYg6hz8vwmM,Joscha Bach: California Institute for Machine Consciousness (Audiofolge),youtube,Franz Hildebrandt-Harangozó,https://www.youtube.com/watch?v=cYg6hz8vwmM,2025-01-06,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_d1wNCXkPDXk,"Dr. Joscha Bach: KI, Gehirn, Intelligenz, Bewußtsein, Turing | Eduard Heindl Energiegespräch #081",youtube,Eduard Heindl,https://www.youtube.com/watch?v=d1wNCXkPDXk,2025-01-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_uwHm9Z539zo,Joscha Bach: Consciousness and AGI — #76,youtube,Manifold,https://www.youtube.com/watch?v=uwHm9Z539zo,2025-01-02,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
ccc_38c3_self_models_of_loving_grace,Self Models of Loving Grace,ccc,media.ccc.de,https://media.ccc.de/v/38c3-self-models-of-loving-grace,2024-12-30,,curation_status=keep tier=keystone discovered_via=media.ccc.de format=talk
yt_WiZjWadqSUo,Joscha Bach 38C3 - Self Models of Loving Grace,youtube,Top1,https://www.youtube.com/watch?v=WiZjWadqSUo,2024-12-29,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_SpzDfq5Q-EU,The Deep Dive podcast Episode 26 - Joscha Bach on the Bible and AI,youtube,Deep Dive with Nick & Pi,https://www.youtube.com/watch?v=SpzDfq5Q-EU,2024-12-29,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_o8oiv2s_rsQ,Yudkowsky repeatedly triggers Joscha Bach on AI safety / AGI,youtube,AI SLOP,https://www.youtube.com/watch?v=o8oiv2s_rsQ,2024-12-28,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_YsgiNQKscyY,Should we shut down AI? | Eliezer Yudkowsky + Joscha Bach Complete Debate,youtube,textbook_2B,https://www.youtube.com/watch?v=YsgiNQKscyY,2024-12-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_LiN-NwDwA0c,Principles of Synthetic Intelligence by Joscha Bach - AI Podcast Book Summary,youtube,Pieces of Knowledge,https://www.youtube.com/watch?v=LiN-NwDwA0c,2024-12-02,,curation_status=reject tier=aux discovered_via=ytsearch:Joscha format=essay
yt_K1j6via3Ktk,What (Actually) is Consciousness? | Joscha Bach PhD @ MIT Media Lab,youtube,ekkolápto,https://www.youtube.com/watch?v=K1j6via3Ktk,2024-11-28,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_sbeYBHEuopw,"Joscha Bach: ""Can Artificial Intelligence Achieve Enlightenment?""",youtube,Know Time,https://www.youtube.com/watch?v=sbeYBHEuopw,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_oHeFLg9gTs8,Roko’s Basilisk Thought Experiment: Joscha Bach Explains Why It’s Wrong,youtube,Know Time,https://www.youtube.com/watch?v=oHeFLg9gTs8,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_gruHojnhNWw,Joscha Bach: Why ChatGPT Isn’t True Artificial Intelligence,youtube,Know Time,https://www.youtube.com/watch?v=gruHojnhNWw,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_aqE3YvV3bWk,Joscha Bach: Can AI Ever Be Conscious?,youtube,Know Time,https://www.youtube.com/watch?v=aqE3YvV3bWk,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_RYayQrccwpk,The Reality of East Germany in the 1960s: Joscha Bach’s Perspective,youtube,Know Time,https://www.youtube.com/watch?v=RYayQrccwpk,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_KZv_RoWzDKA,The Chinese Room Thought Experiment Debunked: Joscha Bach's Analysis,youtube,Know Time,https://www.youtube.com/watch?v=KZv_RoWzDKA,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=essay
yt_8J_A6f26RG4,"Artificial Intelligence, Consciousness & Computation ft. Joscha Bach | Know Time 97",youtube,Know Time,https://www.youtube.com/watch?v=8J_A6f26RG4,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_2cE7ZGx4oas,Current AI Models Are Not Real Artificial Intelligence -- Joscha Bach Explains,youtube,Know Time,https://www.youtube.com/watch?v=2cE7ZGx4oas,2024-11-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_AYEVmcz6ahw,"Stephen Wolfram, Manolis Kellis, Joscha Bach Discuss Medicine, Autism, Synesthesia @ MIT Media Lab",youtube,ekkolápto,https://www.youtube.com/watch?v=AYEVmcz6ahw,2024-11-08,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_tldXSNsovY0,The Secret to Conscious AI | Joscha Bach PhD @ MIT Media Lab,youtube,ekkolápto,https://www.youtube.com/watch?v=tldXSNsovY0,2024-11-06,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_yPrMH5r_Q2o,Cyber Animism,youtube,Joscha Bach Bits,https://www.youtube.com/watch?v=yPrMH5r_Q2o,2024-11-05,,curation_status=candidate tier=aux discovered_via=ytsearchdate:joscha_bach format=talk
yt_7iLpSoKrd8E,Joscha Bach - What does it take to build conscious Artificial Intelligence?,youtube,Models of Consciousness Conferences,https://www.youtube.com/watch?v=7iLpSoKrd8E,2024-11-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_ZnCDDnC5-TI,Conversation between Dr. Sibylle Anderl and Dr. Dr. h. c. Joscha Bach at the Petersberg Talks,youtube,Petersberger Gespräche,https://www.youtube.com/watch?v=ZnCDDnC5-TI,2024-10-22,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_gcxGxKK9fbI,"Joscha Bach on AI, god, and consciousness",youtube,Parzival of Algorithmic Progress,https://www.youtube.com/watch?v=gcxGxKK9fbI,2024-10-21,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_Pm5-9-ShIr0,Ep21. Joscha Bach - Why Your Thoughts Aren't Yours (MLST overview),youtube,Nduvho Knowledge Cast,https://www.youtube.com/watch?v=Pm5-9-ShIr0,2024-10-20,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=essay
yt_3MkJEGE9GRY,Joscha Bach - Why Your Thoughts Aren't Yours.,youtube,Machine Learning Street Talk,https://www.youtube.com/watch?v=3MkJEGE9GRY,2024-10-20,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=interview
yt_pkhuDqK1_MU,A radical theory of consciousness | AI researcher Joscha Bach,youtube,The Institute of Art and Ideas,https://www.youtube.com/watch?v=pkhuDqK1_MU,2024-10-18,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_OyNEL__4JPw,"Joscha Bach: Reality, Consciousness, Free Will, AI & Humanity's Future | Neural Echo Chronicles #1",youtube,Neural Echo Chronicles,https://www.youtube.com/watch?v=OyNEL__4JPw,2024-10-14,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_P_6IYPNyaX0,Globale Problemlösung durch KI aus Sicht der Kognitionswissenschaft – Interview mit Dr. Joscha Bach,youtube,Petersberger Gespräche,https://www.youtube.com/watch?v=P_6IYPNyaX0,2024-10-08,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_MxYMW1RqdgQ,Geist und Künstliche Intelligenz - Vortrag von Dr. Dr. h. c. Joscha Bach,youtube,Petersberger Gespräche,https://www.youtube.com/watch?v=MxYMW1RqdgQ,2024-10-08,,curation_status=keep tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_dW5uZLCm0Tg,AGI Series 2024 - Joscha Bach: Is Consciousness a Missing Link to AGI?,youtube,DigitalFUTURES,https://www.youtube.com/watch?v=dW5uZLCm0Tg,2024-09-09,,curation_status=keep tier=keystone discovered_via=ytsearch:Joscha format=talk
yt_R_sPjx6OTrc,Joscha Bach: Will ChatGPT Philosophize Better than Philosophers?,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=R_sPjx6OTrc,2024-09-04,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_ZK41AgzOBlQ,Joscha Bach on Philosophy and Mental Representation,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=ZK41AgzOBlQ,2024-09-03,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_4T7MEoRpDc8,"Joscha Bach on Meaning, ChatGPT, and LLMs",youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=4T7MEoRpDc8,2024-09-01,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_03ZNnNqoIzw,What Is Physicalism About the Human Mind? | Joscha Bach,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=03ZNnNqoIzw,2024-08-31,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_MB0H-IDhJzg,Joscha Bach on the Next Breakthrough in Consciousness,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=MB0H-IDhJzg,2024-08-30,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_79b3VCuRQNc,Could Dualism Explain the Human Mind? | Joscha Bach,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=79b3VCuRQNc,2024-08-29,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_bJ9D04l9a9E,Does ChatGPT Mirror the Human Mind? | Joscha Bach,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=bJ9D04l9a9E,2024-08-28,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_gfl-U-Qf4jo,Joscha Bach on Using Computer Science to Understand Reality,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=gfl-U-Qf4jo,2024-08-27,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
yt_NCkzU-vjsuw,Could AI Solve Climate Change? | Joscha Bach,youtube,Robinson's Podcast Clips,https://www.youtube.com/watch?v=NCkzU-vjsuw,2024-08-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=interview
