source_id,title,kind,creator_or_channel,url,published_date,language,notes
ccc_33c3_8369_machine_dreams,Machine Dreams,ccc,media.ccc.de,https://media.ccc.de/v/33c3-8369-machine_dreams,2016-12-29,,curation_status=keep tier=legacy discovered_via=media.ccc.de format=talk
web_bachai_machine_dreams,Machine Dreams - Dreaming Machines,web,bach.ai,http://bach.ai/machine-dreams/,2016-12-28,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
yt_Jr7gY3JyzP8,From Artificial Intelligence to Artificial Consciousness | Joscha Bach | TEDxBeaconStreet,youtube,TEDx Talks,https://www.youtube.com/watch?v=Jr7gY3JyzP8,2016-12-13,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_from_ai_to_artificial_consciousness,From Artificial Intelligence to Artificial Consciousness,web,bach.ai,http://bach.ai/from-ai-to-artificial-consciousness/,2016-12-13,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_from_computation_to_ethics,From elementary computation to ethics?,web,bach.ai,http://bach.ai/from-computation-to-ethics/,2016-09-23,,curation_status=candidate tier=aux discovered_via=bach.ai_sitemap format=essay
yt_9ZIPis43mdQ,AGI-15 Joscha Bach - Modeling Motivation in MicroPsi 2,youtube,AGI Society,https://www.youtube.com/watch?v=9ZIPis43mdQ,2016-07-26,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_do_we_live_in_a_simulation,Do we live in a simulation or in the base reality?,web,bach.ai,http://bach.ai/Do-we-live-in-a-simulation/,2016-06-05,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_how_to_build_an_ai_plant,How to build an artificially intelligent plant,web,bach.ai,http://bach.ai/how-to-build-an-ai-plant/,2016-03-11,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_on_marvin_minsky,On Marvin Minsky,web,bach.ai,http://bach.ai/on-marvin-minsky/,2016-01-26,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_the_universe_is_not_a_brain,"No, the Universe is not a Brain",web,bach.ai,http://bach.ai/the-universe-is-not-a-brain/,2016-01-25,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
yt_WRdJCFEqFTU,Joscha: Computational Meta-Psychology,youtube,media.ccc.de,https://www.youtube.com/watch?v=WRdJCFEqFTU,2015-12-29,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_computational_meta_psychology,Computational Meta-Psychology,web,bach.ai,http://bach.ai/computational-meta-psychology/,2015-12-29,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
ccc_32c3_7483_computational_meta_psychology,Computational Meta-Psychology,ccc,media.ccc.de,https://media.ccc.de/v/32c3-7483-computational_meta-psychology,2015-12-29,,curation_status=keep tier=legacy discovered_via=media.ccc.de format=talk
web_bachai_quantum_computers_wont_work,"Why I don’t think that Quantum Computers will work, ever",web,bach.ai,http://bach.ai/quantum-computers-wont-work/,2015-12-16,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_four_gods,Four Gods,web,bach.ai,http://bach.ai/four-gods/,2015-12-11,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_rethinking_quantum_mechanics,Rethinking Quantum Mechanics and Inverted Spacetime from a Computationalist Perspective,web,bach.ai,http://bach.ai/rethinking-quantum-mechanics/,2015-11-20,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_twitter_replaces_stars_with_hearts,"Why Twitter was right to replace stars with hearts, and why you hate it",web,bach.ai,http://bach.ai/twitter-replaces-stars-with-hearts/,2015-11-15,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_singularityweblog_com_dr_joscha_bach_build_strong_ai_that_bridges_humanity_and_the_powers_that_be,Dr. Joscha Bach: Build Strong AI that Bridges Humanity and the Powers that Be,web,Singularity Weblog,https://www.singularityweblog.com/dr-joscha-bach-build-strong-ai-that-bridges-humanity-and-the-powers-that-be/,2015-11-05,,curation_status=candidate tier=supporting discovered_via=singularityweblog format=essay
yt_lKQ0yaEJjok,Joscha: From Computation to Consciousness (31c3),youtube,Joscha Bach,https://www.youtube.com/watch?v=lKQ0yaEJjok,2015-09-24,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_in_defense_of_cryonics,In Defense of Cryonics,web,bach.ai,http://bach.ai/in-defense-of-cryonics/,2015-09-16,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_lambda_calculus_test_doc,The Lambda Calculus for Absolute Dummies,web,bach.ai,http://bach.ai/lambda-calculus-test-doc/,2015-05-07,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_lambda_calculus_for_absolute_dummies,The Lambda Calculus for Absolute Dummies (like myself),web,bach.ai,http://bach.ai/lambda-calculus-for-absolute-dummies/,2015-05-07,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_ubena_sphaghetti_spice,How to make Ubena Spaghetti-Gewürz,web,bach.ai,http://bach.ai/ubena-sphaghetti-spice/,2015-02-05,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_why_ai_wont_be_just_a_bit_smarter_than_humans,Why Artificial Intelligence won’t just be a bit smarter than humans,web,bach.ai,http://bach.ai/why-ai-wont-be-just-a-bit-smarter-than-humans/,2015-01-31,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_jaron_lanier_pisses_me_off,Jaron Lanier pisses me off,web,bach.ai,http://bach.ai/jaron-lanier-pisses-me-off/,2015-01-03,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_a_tale_of_two_machines,A tale of two machines,web,bach.ai,http://bach.ai/a-tale-of-two-machines/,2015-01-03,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_from_computation_to_consciousness,"From Computation to Consciousness: How computation helps to explain mind, universe and everything",web,bach.ai,http://bach.ai/from-computation-to-consciousness/,2014-12-29,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
ccc_31c3_6573_en_saal_2_201412281130_from_computation_to_consciousness_joscha,From Computation to Consciousness,ccc,media.ccc.de,https://media.ccc.de/v/31c3_-_6573_-_en_-_saal_2_-_201412281130_-_from_computation_to_consciousness_-_joscha,2014-12-28,,curation_status=keep tier=legacy discovered_via=media.ccc.de format=talk
web_bachai_discussing_social_constructionism_with_my_daughter,Discussing social constructionism with my daughter,web,bach.ai,http://bach.ai/discussing-social-constructionism-with-my-daughter/,2014-11-12,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_computationalist_essentialism,Computationalist Essentialism,web,bach.ai,http://bach.ai/computationalist-essentialism/,2014-11-12,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_a_puzzle_game_that_makes_us_build_a_complete_computer,A puzzle game that makes us build a complete computer,web,bach.ai,http://bach.ai/a-puzzle-game-that-makes-us-build-a-complete-computer/,2014-10-16,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_kasimir_malewichs_black_square,Kasimir Malewich’s Black Square,web,bach.ai,http://bach.ai/kasimir-malewichs-black-square/,2014-09-23,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_dont_be_that_reptile,Don’t be that Reptile,web,bach.ai,http://bach.ai/dont-be-that-reptile/,2014-09-18,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_rising_tide_of_silence,Brief note on today’s screening of “Rising Tide of Silence”,web,bach.ai,http://bach.ai/rising-tide-of-silence/,2014-09-17,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_meditation_with_d,"From today’s meditation, at the beginning of an extensive planning session",web,bach.ai,http://bach.ai/meditation-with-d/,2014-09-17,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_yogilates_for_nihilists,Welcome to Yogilates for Nihilists,web,bach.ai,http://bach.ai/yogilates-for-nihilists/,2014-08-13,,curation_status=candidate tier=aux discovered_via=bach.ai_sitemap format=essay
yt_w1RXbYMTz7Y,AGI-14 MicroPsi Tutorial by Joscha Bach and Ronnie Vuine,youtube,NA,https://www.youtube.com/watch?v=w1RXbYMTz7Y,2014-08-12,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
yt_r2oz6aELkYE,AGI-14 Joscha Bach - AGI as a Foundational Discipline in Cognitive Science,youtube,AGI Society,https://www.youtube.com/watch?v=r2oz6aELkYE,2014-08-12,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_the_world_is_not_a_physics_engine,"The world is not a physics engine, or The Death of (Physicalist) Realism",web,bach.ai,http://bach.ai/the-world-is-not-a-physics-engine/,2014-07-02,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_modes_of_communication,Modes of Communication/Truth is the Weapon of the Underdog,web,bach.ai,http://bach.ai/modes-of-communication/,2014-06-21,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
yt_zX34KE6hSag,"News from the Neuro Geeks (Amol Sarva, Joscha Bach & Moran Cerf) | DLDnyc 14",youtube,DLD Conference,https://www.youtube.com/watch?v=zX34KE6hSag,2014-05-06,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_my_first_look_into_the_julia_language,My first look into the Julia language,web,bach.ai,http://bach.ai/my-first-look-into-the-julia-language/,2014-02-24,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
ccc_30C3_5526_en_saal_2_201312291600_how_to_build_a_mind_joscha,How to Build a Mind,ccc,media.ccc.de,https://media.ccc.de/v/30C3_-_5526_-_en_-_saal_2_-_201312291600_-_how_to_build_a_mind_-_joscha,2013-12-29,,curation_status=keep tier=legacy discovered_via=media.ccc.de format=talk
web_bachai_how_to_build_a_mind,How to build a Mind: Artificial Intelligence Reloaded,web,bach.ai,http://bach.ai/how-to-build-a-mind/,2013-12-28,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_old_wire_frame_ai,Old Wire Frame AI,web,bach.ai,http://bach.ai/old-wire-frame-ai/,2013-10-08,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_versuch_einer_verteidigung_der_homoeopathie,Versuch einer Verteidigung der Homöopathie,web,bach.ai,http://bach.ai/versuch-einer-verteidigung-der-homoeopathie/,2013-09-21,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_herbstlied,Herbstlied,web,bach.ai,http://bach.ai/herbstlied/,2013-09-21,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_the_itty_bitty_fingerprint_sensor,The itty bitty fingerprint sensor,web,bach.ai,http://bach.ai/the-itty-bitty-fingerprint-sensor/,2013-09-17,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_some_vague_ideas_on_building_secure_email,Some vague ideas on building a secure email service,web,bach.ai,http://bach.ai/some-vague-ideas-on-building-secure-email/,2013-08-16,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
yt_rDnEoyye86A,Joscha Bach - The Next Generation of the  MicroPsi Framework - AGI12,youtube,"Science, Technology & the Future",https://www.youtube.com/watch?v=rDnEoyye86A,2013-06-29,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_another_perversion_of_human_thought,Another Perversion of Human Thought Processes,web,bach.ai,http://bach.ai/another-perversion-of-human-thought/,2013-05-28,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_dont_care_about_meaning,Don’t Care about Meaning,web,bach.ai,http://bach.ai/dont-care-about-meaning/,2013-04-05,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_dream_narrated_in_the_voice_of_douglas_coupland,Waking up to a dream narrated in the voice of Douglas Coupland,web,bach.ai,http://bach.ai/dream-narrated-in-the-voice-of-douglas-coupland/,2013-03-17,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_is_scientific_genius_a_thing_of_the_past,Is Scientific Genius a Thing of the Past?,web,bach.ai,http://bach.ai/is-scientific-genius-a-thing-of-the-past/,2013-02-06,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
yt_PyKzO0MF1zI,Joscha Bach - Philosophy of AI - Winter Intelligence/AGI12 Oxford University,youtube,"Science, Technology & the Future",https://www.youtube.com/watch?v=PyKzO0MF1zI,2013-01-12,,curation_status=candidate tier=supporting discovered_via=ytsearch:Joscha format=talk
web_bachai_the_plight_of_nerds,The plight of nerds,web,bach.ai,http://bach.ai/the-plight-of-nerds/,2012-06-30,,curation_status=keep tier=legacy discovered_via=bach.ai format=essay
web_bachai_why_the_western_world_view_abhors_ai,Why the western world view abhors Artificial Intelligence,web,bach.ai,http://bach.ai/why-the-western-world-view-abhors-ai/,2012-06-16,,curation_status=candidate tier=aux discovered_via=bach.ai_sitemap format=essay
